ap_Age,ap_Education,ap_YearsOfExperience,ap_TechnicalScore,ap_InterviewScore,ap_PreviouEmployment,em_Age,em_Education,em_YearsOfExperience,em_TechnicalScore,em_InterviewScore,em_PreviouEmployment,Suitable
23,3,13,8,1,Yes,46,1,9,74,8,Yes,No
36,3,28,10,5,Yes,23,3,23,18,4,Yes,No
45,1,29,77,3,Yes,33,1,18,11,7,Yes,No
58,3,14,94,3,Yes,48,1,11,60,2,Yes,Yes
48,1,35,43,7,Yes,44,1,23,16,4,Yes,No
36,2,2,97,7,Yes,57,3,39,17,3,Yes,No
46,3,24,10,1,Yes,29,2,26,28,6,Yes,No
54,2,36,26,1,Yes,26,1,25,39,1,Yes,No
35,3,34,58,3,Yes,26,3,28,30,6,Yes,No
59,2,12,26,8,Yes,21,3,3,15,3,Yes,No
40,2,25,48,8,Yes,20,2,8,17,4,Yes,No
27,1,24,59,9,Yes,18,1,34,86,6,Yes,Yes
47,3,14,56,7,Yes,40,1,18,43,1,Yes,No
49,2,23,8,1,Yes,34,2,7,90,5,Yes,No
48,1,37,15,6,Yes,48,2,14,38,4,Yes,No
50,3,23,15,3,Yes,47,3,33,25,6,Yes,No
26,2,37,76,6,Yes,46,2,39,13,5,Yes,Yes
44,3,39,99,2,Yes,46,2,13,19,3,Yes,No
38,1,22,51,9,Yes,41,2,18,30,3,Yes,No
53,1,38,12,5,Yes,22,1,33,16,7,Yes,Yes
33,2,2,49,4,Yes,41,2,17,50,2,Yes,No
51,2,17,58,6,Yes,31,2,6,1,8,Yes,No
40,1,24,84,7,Yes,45,1,19,46,5,Yes,No
31,2,30,61,8,Yes,37,3,16,49,3,Yes,No
48,2,30,14,1,Yes,49,1,23,47,9,Yes,No
26,1,8,94,3,Yes,58,1,30,74,5,Yes,No
18,2,13,74,4,Yes,49,3,32,64,2,Yes,No
18,1,28,26,6,Yes,40,1,28,20,5,Yes,No
29,1,26,79,6,Yes,37,2,21,49,6,Yes,No
26,1,38,94,5,Yes,36,1,17,31,1,Yes,No
32,3,17,87,9,Yes,36,1,16,17,4,Yes,No
32,2,31,13,6,Yes,30,2,28,30,2,Yes,No
50,1,27,39,8,Yes,56,2,22,33,7,Yes,No
20,3,35,3,9,Yes,31,3,35,92,7,Yes,No
32,2,21,3,6,Yes,56,3,5,29,9,Yes,No
26,2,14,72,4,Yes,26,2,3,78,2,Yes,No
29,1,4,71,9,Yes,31,3,36,96,7,Yes,No
24,2,22,12,6,Yes,26,1,21,86,1,Yes,No
53,1,22,36,6,Yes,54,2,31,92,9,Yes,No
59,2,38,36,5,Yes,20,2,23,93,1,Yes,No
46,1,7,95,4,Yes,47,1,21,95,8,Yes,No
55,3,37,41,2,Yes,45,2,32,65,1,Yes,No
51,3,11,36,9,Yes,49,1,29,32,4,Yes,No
43,1,12,41,5,Yes,31,2,30,98,7,Yes,No
50,3,15,8,5,Yes,18,2,14,77,4,Yes,No
47,3,39,94,2,Yes,46,2,24,32,9,Yes,No
42,3,4,89,4,Yes,34,2,3,95,9,Yes,No
31,1,27,64,8,Yes,58,2,3,47,6,Yes,No
18,1,11,7,9,Yes,53,1,1,80,4,Yes,No
53,1,38,63,5,Yes,42,1,29,25,2,Yes,No
29,2,3,69,3,Yes,51,1,33,17,7,Yes,No
55,2,26,54,6,Yes,19,2,39,17,5,Yes,No
36,2,38,71,3,Yes,26,1,12,68,3,Yes,No
24,2,34,6,6,Yes,41,3,23,38,8,Yes,No
43,3,35,36,2,Yes,55,2,27,15,9,Yes,No
31,3,34,89,5,Yes,43,1,32,82,3,Yes,No
36,1,24,27,5,Yes,24,1,10,42,5,Yes,No
31,3,19,17,5,Yes,35,2,7,22,7,Yes,No
42,1,35,74,4,Yes,56,3,3,72,4,Yes,No
28,1,37,68,7,Yes,47,1,39,96,9,Yes,No
30,3,13,30,5,Yes,38,2,38,71,6,Yes,No
43,3,29,13,9,Yes,55,2,28,78,3,Yes,No
28,2,28,86,9,Yes,31,3,29,98,8,Yes,No
32,3,33,96,3,Yes,28,3,19,46,1,Yes,No
54,1,35,24,4,Yes,28,1,38,13,1,Yes,No
58,2,3,92,3,Yes,40,1,31,82,1,Yes,No
27,1,27,56,6,Yes,58,3,2,98,9,Yes,No
31,3,0,9,3,Yes,51,1,36,23,8,Yes,No
31,3,2,13,3,Yes,41,1,14,51,2,Yes,No
58,2,33,88,5,Yes,25,2,35,17,1,Yes,No
54,1,27,92,5,Yes,39,1,25,11,2,Yes,No
50,3,29,4,3,Yes,25,2,34,8,7,Yes,No
20,2,7,83,6,Yes,35,1,22,89,8,Yes,No
59,2,7,58,1,Yes,21,1,39,99,8,Yes,No
43,3,13,11,2,Yes,28,1,17,78,5,Yes,No
36,1,17,58,2,Yes,42,3,15,68,3,Yes,No
53,2,33,36,4,Yes,40,3,38,39,3,Yes,No
41,1,34,53,6,Yes,55,2,25,82,8,Yes,No
21,3,15,11,7,Yes,21,2,29,25,9,Yes,No
29,1,37,91,6,Yes,52,1,23,43,5,Yes,No
39,3,31,62,6,Yes,27,1,33,13,6,Yes,No
54,1,11,67,5,Yes,35,3,6,40,2,Yes,No
49,2,18,67,3,Yes,49,3,21,6,7,Yes,No
42,2,4,22,5,Yes,26,3,12,86,5,Yes,No
51,2,28,75,7,Yes,50,1,34,22,6,Yes,No
54,1,14,56,5,Yes,21,3,29,14,1,Yes,Yes
53,1,27,2,9,Yes,48,3,21,8,1,Yes,No
42,3,31,26,1,Yes,38,1,23,95,3,Yes,No
21,2,1,85,7,Yes,27,1,10,68,9,Yes,No
20,3,25,34,1,Yes,53,2,12,9,5,Yes,No
26,1,6,80,2,Yes,28,1,1,11,7,Yes,No
32,3,4,32,2,Yes,36,3,23,69,5,Yes,No
21,3,21,41,3,Yes,55,3,15,10,9,Yes,No
29,1,2,35,9,Yes,39,1,37,17,5,Yes,No
46,2,7,86,7,Yes,33,3,17,71,1,Yes,No
59,3,27,82,1,Yes,21,3,8,40,7,Yes,No
20,1,35,16,3,Yes,32,1,20,79,6,Yes,No
35,3,0,96,1,Yes,34,2,33,28,9,Yes,No
57,2,22,16,4,Yes,42,3,18,8,5,Yes,No
57,1,24,47,3,Yes,46,3,31,66,7,Yes,No
22,1,15,90,9,Yes,30,2,10,18,3,Yes,No
26,1,37,30,4,Yes,51,2,32,60,3,Yes,No
22,1,10,29,4,Yes,51,1,22,1,1,Yes,No
29,1,32,3,6,Yes,41,1,31,98,5,Yes,No
59,3,17,87,2,Yes,41,1,35,1,2,Yes,No
49,3,4,69,9,Yes,38,3,21,68,2,Yes,No
52,3,15,51,4,Yes,50,1,3,45,1,Yes,No
22,1,16,78,7,Yes,59,3,8,91,8,Yes,No
39,2,6,84,8,Yes,29,2,21,6,1,Yes,No
41,1,34,44,3,Yes,34,3,4,67,1,Yes,No
24,3,30,73,4,Yes,52,3,9,28,7,Yes,No
19,3,17,9,7,Yes,49,1,33,32,6,Yes,No
42,3,11,81,1,Yes,40,1,12,61,7,Yes,No
47,3,21,11,9,Yes,39,3,19,34,8,Yes,No
21,3,27,11,1,Yes,25,2,38,90,3,Yes,No
26,3,11,77,5,Yes,18,1,28,22,6,Yes,No
45,3,27,20,3,Yes,48,3,25,72,7,Yes,No
54,2,12,36,7,Yes,22,3,15,51,6,Yes,No
24,1,25,79,4,Yes,18,1,16,38,1,Yes,No
47,1,5,54,6,Yes,59,3,25,5,3,Yes,No
49,3,11,70,5,Yes,34,2,34,55,1,Yes,No
35,1,36,24,6,Yes,38,2,10,84,9,Yes,No
35,2,22,62,8,Yes,58,3,34,58,3,Yes,No
48,1,34,64,7,Yes,25,2,16,99,7,Yes,No
24,2,9,31,8,Yes,57,3,12,87,5,Yes,No
40,3,18,57,8,Yes,50,2,10,61,6,Yes,No
53,1,33,20,7,Yes,50,1,32,60,5,Yes,No
56,3,3,63,3,Yes,36,2,4,42,5,Yes,No
36,3,1,1,5,Yes,46,3,22,73,1,Yes,No
32,3,26,38,9,Yes,21,3,9,43,8,Yes,No
30,1,16,55,2,Yes,58,3,38,88,1,Yes,No
31,3,0,22,3,Yes,29,2,21,26,4,Yes,No
53,3,0,24,4,Yes,49,2,15,7,4,Yes,No
20,1,36,96,2,Yes,37,2,37,75,3,Yes,No
46,1,28,25,9,Yes,42,1,31,2,7,Yes,No
52,1,19,94,7,Yes,56,3,24,70,9,Yes,No
55,1,29,28,7,Yes,42,1,25,16,8,Yes,No
23,2,39,49,6,Yes,41,1,38,15,6,Yes,No
47,1,8,73,1,Yes,41,1,35,70,3,Yes,No
23,3,31,2,8,Yes,48,1,24,55,3,Yes,No
43,2,18,44,9,Yes,57,1,9,70,8,Yes,No
26,2,26,67,9,Yes,31,1,37,86,5,Yes,No
30,2,1,92,9,Yes,22,3,32,80,8,Yes,Yes
33,1,0,61,7,Yes,47,3,26,26,4,Yes,No
49,1,11,6,8,Yes,40,3,35,49,4,Yes,No
52,3,36,88,4,Yes,26,2,39,42,2,Yes,No
48,2,6,77,5,Yes,54,1,6,63,6,Yes,No
33,3,17,52,9,Yes,19,2,9,99,3,Yes,No
24,1,8,8,8,Yes,53,1,31,24,6,Yes,No
21,2,13,42,8,Yes,34,3,39,37,8,Yes,No
38,3,3,61,5,Yes,47,1,17,33,4,Yes,No
28,1,17,96,2,Yes,29,3,9,88,4,Yes,No
51,3,37,31,8,Yes,45,1,18,43,8,Yes,No
30,2,15,26,6,Yes,26,2,7,76,4,Yes,No
33,2,28,97,1,Yes,26,3,9,87,7,Yes,No
51,2,14,21,5,Yes,47,3,0,68,9,Yes,No
50,2,27,35,9,Yes,49,1,12,67,5,Yes,No
18,2,22,80,4,Yes,55,3,20,11,1,Yes,No
57,1,10,89,1,Yes,56,2,4,44,8,Yes,No
24,1,0,32,7,Yes,55,1,17,48,7,Yes,No
19,3,27,69,1,Yes,41,2,22,29,1,Yes,No
32,1,17,89,1,Yes,52,2,3,57,2,Yes,No
43,1,15,89,7,Yes,37,2,29,16,1,Yes,No
50,1,34,49,8,Yes,49,3,29,70,5,Yes,No
36,3,34,3,9,Yes,53,1,2,33,1,Yes,No
42,3,39,25,4,Yes,47,3,1,73,3,Yes,No
47,1,2,43,6,Yes,55,3,14,76,5,Yes,No
53,3,7,17,1,Yes,57,2,29,58,9,Yes,No
33,2,0,86,7,Yes,25,1,16,38,4,Yes,No
34,3,25,11,4,Yes,59,1,30,86,3,Yes,No
58,1,32,70,6,Yes,23,3,18,18,3,Yes,No
50,2,29,13,3,Yes,38,1,19,23,7,Yes,No
37,2,36,48,5,Yes,18,1,7,49,9,Yes,No
46,1,9,21,4,Yes,36,2,33,86,7,Yes,Yes
19,3,2,70,8,Yes,31,2,18,4,6,Yes,No
28,1,23,44,1,Yes,18,1,31,13,5,Yes,No
58,3,26,44,2,Yes,18,3,34,57,3,Yes,No
56,2,15,60,8,Yes,41,2,30,8,9,Yes,No
51,2,25,7,9,Yes,55,1,26,38,4,Yes,No
47,3,8,93,1,Yes,39,1,6,23,6,Yes,No
52,1,33,24,2,Yes,31,2,9,97,4,Yes,No
39,2,23,44,9,Yes,41,2,3,62,4,Yes,No
32,2,32,15,5,Yes,18,3,16,71,6,Yes,No
47,2,16,82,6,Yes,55,3,13,8,6,Yes,No
18,2,26,32,1,Yes,27,3,28,51,4,Yes,No
22,1,6,59,9,Yes,49,3,30,64,7,Yes,No
47,3,26,94,9,Yes,32,2,15,24,2,Yes,No
53,2,7,7,5,Yes,21,1,5,3,7,Yes,No
55,1,20,53,7,Yes,53,3,36,45,6,Yes,No
51,3,15,10,8,Yes,53,2,2,73,7,Yes,No
46,1,12,87,1,Yes,45,2,34,98,9,Yes,No
21,3,22,15,2,Yes,45,3,6,70,1,Yes,No
27,3,12,52,9,Yes,54,3,12,99,3,Yes,No
50,2,20,28,7,Yes,34,1,24,28,5,Yes,No
51,1,37,92,5,Yes,37,1,27,93,2,Yes,No
21,2,12,61,2,Yes,35,3,39,43,2,Yes,No
56,1,7,41,1,Yes,18,3,30,11,1,Yes,No
53,1,34,29,3,Yes,25,2,13,3,7,Yes,No
45,2,38,56,4,Yes,54,3,38,67,2,Yes,No
41,3,10,59,7,Yes,42,2,7,22,3,Yes,No
47,3,11,56,3,Yes,36,2,16,45,6,Yes,No
30,3,23,27,5,Yes,44,2,38,17,4,Yes,No
56,1,24,61,2,Yes,19,1,22,66,2,Yes,No
38,2,18,46,8,Yes,54,3,23,73,6,Yes,No
52,1,19,75,8,Yes,18,2,34,77,4,Yes,No
28,2,2,14,4,Yes,29,2,9,50,2,Yes,No
47,2,7,5,8,Yes,35,2,10,60,9,Yes,Yes
50,1,5,17,9,Yes,44,2,18,8,5,Yes,No
22,2,9,48,1,Yes,25,1,32,59,8,Yes,No
48,2,34,3,1,Yes,36,2,19,71,2,Yes,No
27,3,1,82,6,Yes,56,3,35,80,5,Yes,No
22,3,39,20,1,Yes,22,2,13,20,1,Yes,No
45,1,21,88,2,Yes,22,3,15,49,7,Yes,No
22,1,27,35,5,Yes,51,3,0,7,5,Yes,No
48,1,29,5,4,Yes,30,1,3,54,5,Yes,No
31,3,21,61,6,Yes,57,2,9,43,4,Yes,No
35,3,26,51,6,Yes,42,3,33,62,4,Yes,No
26,3,35,65,6,Yes,56,2,30,45,3,Yes,No
39,1,15,69,6,Yes,59,3,3,17,9,Yes,No
40,3,1,17,3,Yes,21,1,35,41,6,Yes,No
21,1,8,25,5,Yes,39,1,8,33,6,Yes,No
48,1,4,24,5,Yes,45,1,31,16,3,Yes,No
43,1,5,32,8,Yes,21,2,11,85,6,Yes,No
39,3,1,76,6,Yes,54,1,4,55,5,Yes,No
38,2,37,5,2,Yes,32,2,29,3,7,Yes,No
39,2,3,84,9,Yes,50,3,0,91,2,Yes,No
52,2,26,36,9,Yes,29,1,31,86,6,Yes,No
49,2,25,14,1,Yes,27,1,7,19,9,Yes,No
30,1,19,67,4,Yes,26,3,2,30,8,Yes,No
25,1,2,35,6,Yes,39,3,11,45,7,Yes,No
33,2,9,64,3,Yes,44,2,35,71,4,Yes,No
59,1,4,97,6,Yes,24,1,33,28,1,Yes,No
31,2,32,39,5,Yes,52,3,34,73,6,Yes,No
38,1,4,73,1,Yes,45,1,17,49,1,Yes,No
53,1,37,18,6,Yes,52,2,2,5,5,Yes,No
33,1,2,17,5,Yes,59,3,4,27,2,Yes,No
54,2,15,12,6,Yes,24,3,12,90,7,Yes,No
51,1,37,34,4,Yes,50,3,28,28,7,Yes,No
47,2,16,36,7,Yes,31,3,25,22,2,Yes,No
40,1,28,55,2,Yes,52,3,1,23,4,Yes,No
28,3,21,97,3,Yes,59,2,31,87,4,Yes,No
37,3,5,92,1,Yes,58,1,34,42,9,Yes,No
27,3,3,41,5,Yes,57,2,7,71,8,Yes,No
35,3,22,52,3,Yes,51,1,18,14,6,Yes,No
40,2,37,61,2,Yes,43,1,4,68,5,Yes,No
42,1,7,84,1,Yes,27,2,29,92,8,Yes,No
27,3,8,21,4,Yes,51,2,27,13,8,Yes,No
55,1,18,51,1,Yes,32,3,18,95,1,Yes,No
21,1,32,59,5,Yes,59,1,34,62,1,Yes,No
31,1,22,51,2,Yes,37,2,32,17,4,Yes,No
37,3,39,36,6,Yes,32,2,15,21,8,Yes,No
46,2,26,66,8,Yes,41,2,10,20,1,Yes,No
45,3,26,26,5,Yes,49,2,6,1,9,Yes,No
58,3,3,97,6,Yes,57,2,32,95,7,Yes,No
28,1,10,14,4,Yes,46,2,15,71,6,Yes,No
35,3,35,38,4,Yes,19,2,13,52,7,Yes,No
39,2,5,15,2,Yes,45,3,39,97,3,Yes,No
36,1,0,77,1,Yes,50,2,9,47,6,Yes,No
38,3,10,37,7,Yes,28,2,9,51,8,Yes,No
58,3,34,85,4,Yes,53,1,39,9,6,Yes,No
47,2,22,90,7,Yes,26,1,12,67,4,Yes,No
41,2,37,5,5,Yes,47,3,36,25,1,Yes,No
28,2,14,51,3,Yes,20,2,26,75,7,Yes,No
57,3,32,17,6,Yes,35,1,35,21,3,Yes,Yes
48,2,26,15,1,Yes,37,2,0,61,1,Yes,No
42,1,2,46,7,Yes,36,1,8,93,4,Yes,No
34,3,27,15,1,Yes,44,3,11,20,5,Yes,No
40,2,12,78,5,Yes,45,3,12,68,9,Yes,No
30,1,9,10,6,Yes,34,1,3,96,6,Yes,No
27,1,28,65,6,Yes,43,1,10,47,2,Yes,No
33,2,23,49,7,Yes,49,2,39,61,5,Yes,No
52,2,30,17,9,Yes,29,3,5,69,2,Yes,No
25,1,25,17,6,Yes,50,3,4,90,1,Yes,No
40,1,12,98,7,Yes,44,2,35,63,1,Yes,No
32,1,15,76,4,Yes,27,1,5,70,2,Yes,No
31,1,24,66,6,Yes,29,1,32,76,6,Yes,No
38,3,30,27,3,Yes,48,2,8,25,1,Yes,No
46,2,33,46,4,Yes,37,1,37,10,3,Yes,No
39,2,35,37,2,Yes,18,3,4,11,4,Yes,No
58,1,23,5,5,Yes,33,3,28,58,2,Yes,No
36,2,34,64,3,Yes,52,3,4,17,7,Yes,No
49,3,10,90,1,Yes,45,1,31,95,8,Yes,No
57,2,28,53,6,Yes,26,1,17,25,6,Yes,No
21,1,36,61,3,Yes,37,1,8,50,6,Yes,No
23,3,26,79,4,Yes,58,3,9,42,2,Yes,Yes
59,1,19,43,4,Yes,46,3,9,67,2,Yes,No
40,2,10,23,5,Yes,32,1,30,95,4,Yes,No
24,2,37,43,7,Yes,34,3,22,27,5,Yes,No
46,2,39,47,7,Yes,55,3,37,77,5,Yes,No
22,3,8,57,6,Yes,59,1,29,57,7,Yes,No
24,2,10,77,2,Yes,54,3,39,94,1,Yes,No
51,1,24,20,7,Yes,56,1,26,3,8,Yes,No
33,3,26,49,9,Yes,24,3,15,29,3,Yes,No
39,1,2,55,5,Yes,23,3,9,27,5,Yes,No
23,1,10,57,7,Yes,47,3,24,25,5,Yes,No
43,2,37,56,9,Yes,44,3,28,89,9,Yes,No
27,3,30,74,1,Yes,52,1,37,39,7,Yes,Yes
54,2,31,3,9,Yes,54,1,6,83,1,Yes,No
31,2,24,84,5,Yes,29,3,23,93,6,Yes,No
22,1,38,51,5,Yes,52,1,32,44,5,Yes,No
33,3,6,67,1,Yes,32,3,27,41,2,Yes,No
19,3,13,62,4,Yes,27,1,10,57,4,Yes,No
57,3,28,3,5,Yes,40,1,20,78,7,Yes,No
35,3,25,72,9,Yes,34,3,1,95,4,Yes,No
26,1,34,64,1,Yes,22,2,11,67,2,Yes,No
26,1,1,88,4,Yes,18,2,24,15,4,Yes,No
40,1,4,32,4,Yes,22,2,24,15,3,Yes,No
46,1,6,87,9,Yes,35,3,39,42,2,Yes,No
21,3,7,62,9,Yes,35,1,5,43,5,Yes,No
43,1,39,97,4,Yes,31,3,12,51,6,Yes,No
26,1,3,28,4,Yes,26,2,16,93,8,Yes,No
47,1,3,85,4,Yes,35,1,13,54,2,Yes,No
28,1,11,6,7,Yes,26,3,22,81,5,Yes,No
59,2,28,75,7,Yes,36,3,8,14,5,Yes,No
45,1,26,92,9,Yes,48,2,18,98,2,Yes,No
22,2,32,50,1,Yes,24,2,15,5,3,Yes,No
40,3,20,2,3,Yes,26,2,9,10,8,Yes,No
43,1,13,27,1,Yes,57,1,35,28,9,Yes,No
36,1,24,13,5,Yes,42,3,10,46,3,Yes,No
42,2,7,2,2,Yes,24,2,30,78,7,Yes,No
33,1,39,56,6,Yes,46,1,39,50,6,Yes,No
44,1,28,71,3,Yes,57,1,7,8,9,Yes,No
37,2,21,46,5,Yes,26,1,22,29,9,Yes,No
56,1,30,76,2,Yes,42,1,35,7,7,Yes,No
52,2,27,10,5,Yes,44,2,13,80,1,Yes,No
52,2,9,15,9,Yes,50,1,38,3,4,Yes,No
54,1,32,1,1,Yes,21,1,19,22,1,Yes,No
45,3,5,53,9,Yes,54,2,37,19,8,Yes,No
52,1,33,14,7,Yes,54,2,3,33,7,Yes,No
31,3,18,92,4,Yes,39,2,13,95,9,Yes,No
18,2,28,70,5,Yes,50,3,7,79,1,Yes,No
59,2,9,96,8,Yes,29,3,27,87,3,Yes,No
55,1,9,24,4,Yes,36,1,7,80,4,Yes,No
59,1,29,92,5,Yes,55,1,12,18,9,Yes,No
18,2,22,56,3,Yes,27,1,34,34,2,Yes,No
43,3,18,56,1,Yes,20,3,32,19,9,Yes,No
37,2,14,43,2,Yes,48,2,10,81,3,Yes,No
31,2,19,5,2,Yes,58,2,34,4,9,Yes,No
48,1,5,9,8,Yes,19,1,5,97,3,Yes,No
29,1,31,10,2,Yes,27,2,36,1,5,Yes,No
23,1,31,76,2,Yes,41,3,30,15,6,Yes,No
33,3,15,85,4,Yes,48,3,18,70,4,Yes,No
35,1,29,61,1,Yes,37,2,9,28,4,Yes,No
49,2,7,16,2,Yes,40,1,36,66,8,Yes,No
52,3,26,28,9,Yes,53,2,29,62,2,Yes,No
57,1,30,58,9,Yes,51,3,12,8,3,Yes,No
30,3,15,74,6,Yes,43,2,16,81,9,Yes,No
23,2,7,70,5,Yes,59,1,28,90,6,Yes,No
35,2,0,52,3,Yes,39,3,14,6,3,Yes,No
48,1,11,14,7,Yes,44,1,9,42,9,Yes,No
52,2,35,26,9,Yes,59,2,39,36,6,Yes,No
37,2,22,84,1,Yes,43,2,4,12,2,Yes,No
38,1,12,25,2,Yes,41,2,17,79,9,Yes,No
47,2,23,69,8,Yes,22,2,34,77,3,Yes,No
18,2,28,94,5,Yes,41,3,6,11,2,Yes,No
25,3,9,81,7,Yes,54,3,12,28,8,Yes,No
54,1,13,95,3,Yes,49,3,16,52,4,Yes,No
30,2,14,70,5,Yes,59,2,2,39,8,Yes,No
46,2,28,76,7,Yes,19,2,16,81,7,Yes,No
31,1,22,5,4,Yes,36,1,9,49,6,Yes,No
27,2,30,25,6,Yes,31,2,9,40,2,Yes,No
44,3,1,15,9,Yes,54,1,31,78,7,Yes,No
45,3,11,24,2,Yes,18,3,8,25,9,Yes,No
46,2,3,4,1,Yes,42,2,15,73,8,Yes,No
29,3,25,32,3,Yes,19,1,3,68,9,Yes,No
54,3,16,92,1,Yes,22,3,26,56,7,Yes,No
29,1,8,21,3,Yes,18,2,8,75,8,Yes,No
37,3,12,50,7,Yes,56,2,6,24,4,Yes,No
25,2,34,29,8,Yes,48,1,20,88,2,Yes,Yes
47,3,13,94,1,Yes,51,1,16,3,5,Yes,No
33,3,28,80,2,Yes,35,1,11,58,6,Yes,No
48,1,19,36,3,Yes,48,2,3,57,8,Yes,No
54,1,25,58,3,Yes,23,2,6,45,3,Yes,No
52,2,1,61,5,Yes,32,3,23,59,3,Yes,No
27,2,7,15,9,Yes,45,3,10,3,3,Yes,No
50,2,26,73,8,Yes,59,1,25,71,8,Yes,No
49,3,4,3,7,Yes,19,2,24,57,8,Yes,No
40,3,20,70,3,Yes,24,3,17,74,2,Yes,No
43,3,17,74,9,Yes,42,1,37,91,4,Yes,No
36,1,20,84,5,Yes,54,1,35,7,3,Yes,No
46,3,37,4,1,Yes,18,2,29,77,9,Yes,No
32,3,28,68,1,Yes,24,3,38,48,7,Yes,No
22,2,1,14,7,Yes,34,3,0,92,3,Yes,No
36,3,23,49,8,Yes,29,2,4,79,6,Yes,No
32,2,0,53,9,Yes,40,1,20,93,2,Yes,No
23,3,27,79,2,Yes,25,1,30,6,6,Yes,No
32,1,31,15,1,Yes,52,3,35,68,9,Yes,No
40,1,37,15,3,Yes,27,2,12,69,2,Yes,No
55,2,2,78,2,Yes,27,3,38,4,8,Yes,No
59,2,8,10,7,Yes,41,2,16,26,1,Yes,No
31,1,14,15,7,Yes,33,2,34,2,3,Yes,No
55,2,37,88,9,Yes,51,1,22,8,5,Yes,No
45,2,26,42,8,Yes,53,3,29,85,5,Yes,No
21,1,25,91,8,Yes,56,2,33,63,5,Yes,No
23,1,32,32,8,Yes,43,3,3,70,6,Yes,No
25,1,26,90,8,Yes,28,3,10,60,6,Yes,No
25,2,31,63,6,Yes,32,1,15,32,9,Yes,No
43,3,37,5,9,Yes,31,1,18,66,8,Yes,No
52,3,33,66,3,Yes,22,2,39,64,9,Yes,No
55,2,6,52,7,Yes,29,2,9,79,7,Yes,No
22,3,9,33,5,Yes,37,1,6,4,2,Yes,No
35,3,32,70,4,Yes,55,1,13,84,9,Yes,No
20,1,37,88,2,Yes,42,3,23,76,7,Yes,No
25,3,12,17,5,Yes,29,1,17,98,7,Yes,No
21,2,0,2,2,Yes,48,2,5,14,9,Yes,No
25,2,33,53,2,Yes,21,3,13,78,7,Yes,No
48,2,34,21,5,Yes,19,2,24,88,3,Yes,No
20,3,17,63,3,Yes,53,3,19,9,6,Yes,No
44,1,15,64,6,Yes,34,3,6,28,8,Yes,No
41,2,7,82,2,Yes,55,1,28,84,1,Yes,No
48,3,14,86,8,Yes,31,3,21,80,3,Yes,No
31,1,17,34,1,Yes,24,1,12,41,4,Yes,No
55,2,1,87,5,Yes,20,3,6,94,4,Yes,No
37,2,29,36,7,Yes,31,3,17,50,4,Yes,No
57,1,8,20,6,Yes,35,3,2,72,3,Yes,No
43,1,18,66,8,Yes,41,1,19,18,5,Yes,No
34,2,8,36,6,Yes,30,2,3,7,9,Yes,No
53,1,4,98,6,Yes,35,1,16,92,4,Yes,No
45,1,0,13,6,Yes,24,3,8,83,4,Yes,No
34,1,0,11,7,Yes,23,2,15,15,6,Yes,No
20,2,8,47,9,Yes,37,3,22,24,2,Yes,No
19,3,8,6,3,Yes,59,3,31,68,9,Yes,No
31,2,10,97,4,Yes,28,2,39,50,2,Yes,No
59,2,34,71,7,Yes,44,2,2,15,9,Yes,No
36,3,26,53,5,Yes,56,2,26,50,4,Yes,No
21,2,23,57,9,Yes,44,2,31,96,8,Yes,Yes
21,3,34,11,1,Yes,53,1,10,46,2,Yes,Yes
40,2,11,22,2,Yes,58,1,38,36,5,Yes,No
40,1,9,33,8,Yes,26,2,14,60,3,Yes,No
22,2,26,67,5,Yes,25,2,35,25,5,Yes,No
29,3,29,97,4,Yes,24,2,17,50,2,Yes,No
31,1,35,80,5,Yes,33,2,22,59,6,Yes,No
29,2,29,68,3,Yes,51,2,3,17,8,Yes,No
51,2,1,52,7,Yes,59,1,32,29,9,Yes,No
57,2,35,13,5,Yes,19,2,27,33,8,Yes,No
21,1,21,93,5,Yes,29,3,11,7,5,Yes,No
57,1,15,71,2,Yes,58,1,18,64,7,Yes,No
39,3,1,29,6,Yes,59,1,32,40,6,Yes,No
25,3,25,41,5,Yes,26,3,29,74,4,Yes,No
18,3,25,63,3,Yes,59,3,29,93,5,Yes,No
51,1,11,60,6,Yes,39,3,24,80,2,Yes,No
48,2,0,42,9,Yes,39,3,31,44,5,Yes,No
36,3,18,90,5,Yes,24,1,26,25,3,Yes,No
21,2,39,2,8,Yes,35,3,12,12,8,Yes,No
52,3,32,71,6,Yes,41,2,27,19,3,Yes,No
56,3,22,62,1,Yes,44,1,16,90,3,Yes,No
23,3,24,41,9,Yes,41,3,38,53,3,Yes,No
30,2,25,21,3,Yes,57,3,35,5,1,Yes,No
45,3,12,55,3,Yes,31,1,17,51,8,Yes,No
36,1,39,68,5,Yes,22,1,23,93,3,Yes,No
20,1,31,73,8,Yes,55,3,4,45,9,Yes,No
37,1,11,99,5,Yes,57,3,14,8,5,Yes,No
55,2,13,47,6,Yes,32,2,34,32,7,Yes,No
25,1,10,83,7,Yes,43,1,5,25,7,Yes,No
56,2,15,39,2,Yes,34,1,23,60,5,Yes,Yes
22,1,9,64,1,Yes,50,1,31,73,4,Yes,No
46,3,16,85,3,Yes,29,3,16,58,8,Yes,No
43,2,8,33,9,Yes,25,3,8,71,6,Yes,No
21,2,0,2,5,Yes,27,3,13,81,2,Yes,No
41,2,29,81,4,Yes,21,3,34,41,6,Yes,No
44,1,21,51,6,Yes,54,2,36,85,1,Yes,No
